event,sentence
"('PHI', 'fg3', '5')",Paul Millsap scored _STAT_ to lead five Hawks in double figures and Atlanta toppled the Philadelphia 76ers 104 72 on Saturday.
"('PHI', 'pts', '72')",Paul Millsap scored _STAT_ points to lead five Hawks in double figures and Atlanta toppled the Philadelphia 76ers 104 72 on Saturday.
"('Schroder,Dennis', 'fg3', '0')", PLAYER_FIRST PLAYER_LAST displayed the playmaking ability the Hawks are counting on with him taking over for Jeff Teague as the team's point guard.
"('ATL', 'ast', '31')","Atlanta nearly doubled Philadelphia in assists, with 31 to the 76ers' 16."
"('Korver,Kyle', 'pts', '15')",PLAYER_FIRST PLAYER_LAST added STAT points and Mike Muscala added 14 for Atlanta.
"('Embiid,Joel', 'pts', '14')",PLAYER_FIRST PLAYER_LAST and Sergio Rodriguez had STAT points apiece for the 76ers.
"('Johnson,Amir', 'fg', '1')",PLAYER_FIRST PLAYER_LAST received a flagrant STAT foul when he elbowed Cody Zeller in the head on a post up move.
"('CHO', 'fg3', '9')","Boston finished 15 of 31 from 3 point range, while the Hornets were just 9 of 32."
"('BOS', 'fg3', '15')","Boston finished 15 of 31 from 3 point range, while the Hornets were just 9 of 32."
"('Zeller,Tyler', 'fg', '1')",Amir Johnson received a flagrant STAT foul when he elbowed Cody PLAYER_LAST in the head on a post up move.
"('Bradley,Avery', 'fg3', '8')",PLAYER_LAST was STAT of 11 from beyond the arc as the Celtics shot 75 percent from the field in the fourth quarter to pull away.
"('Bradley,Avery', 'fg', '11')",PLAYER_LAST was 8 of STAT from beyond the arc as the Celtics shot 75 percent from the field in the fourth quarter to pull away.
"('Rose,Derrick', 'pts', '13')",PLAYER_LAST had a couple of crossovers and quick bursts into the lane that showed his legs looked healthy and scored STAT points.
"('Porzingis,Kristaps', 'pts', '21')","PLAYER_FIRST PLAYER_LAST scored STAT points and Carmelo Anthony had 20, including the three point play that sparked the decisive spurt."
"('NYK', 'fg3', '6')",The Knicks snapped a six game losing streak against Memphis.
"('CLE', 'fg3', '11')","Smith took over, hitting three 3 pointers and scoring _STAT_ in the quarter as the NBA champion Cavaliers improved to 3 0."
"('Ibaka,Serge', 'pts', '19')",Evan Fournier scored _STAT_ points while PLAYER_LAST added STAT for Orlando.
"('Smith,J.R.', 'pts', '16')",PLAYER_LAST scored STAT points and Kevin Love had 19 for the Cavaliers.
"('James,LeBron', 'fg3', '2')","PLAYER_LAST followed with STAT baskets, including a left handed finish at the rim."
"('Irving,Kyrie', 'pts', '20')","James scored 23 points, PLAYER_FIRST PLAYER_LAST added STAT and Cleveland beat Orlando for the 15th straight time, 105 99 on Saturday night."
"('CLE', 'pts', '105')","James scored 23 points, Kyrie Irving added 20 and Cleveland beat Orlando for the 15th straight time, 105 99 on Saturday night."
"('Fournier,Evan', 'pts', '22')",PLAYER_FIRST PLAYER_LAST scored STAT points while Ibaka added 19 for Orlando.
"('James,LeBron', 'pts', '23')","PLAYER_LAST scored STAT points, Kyrie Irving added 20 and Cleveland beat Orlando for the 15th straight time, 105 99 on Saturday night."
"('Love,Kevin', 'pts', '19')",Smith scored _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT for the Cavaliers.
"('ORL', 'pts', '99')","James scored 23 points, Kyrie Irving added 20 and Cleveland beat Orlando for the 15th straight time, 105 99 on Saturday night."
"('CHI', 'fg3', '9')","ICAGO     With nine new players, including three starters, the Chicago Bulls seemed likely to struggle with cohesion early in the season."
"('Turner,Myles', 'pts', '20')","Paul George and PLAYER_FIRST PLAYER_LAST had STAT points apiece to lead the Pacers (1 2), who were coming off a loss at Brooklyn on Friday."
"('Lopez,Robin', 'pts', '12')"," Taj Gibson had STAT points and eight rebounds, and PLAYER_FIRST PLAYER_LAST added STAT points for the Bulls."
"('Lopez,Robin', 'pts', '12')"," Taj Gibson had STAT points and eight rebounds, and PLAYER_FIRST PLAYER_LAST added STAT points for the Bulls."
"('Rondo,Rajon', 'pts', '6')",PLAYER_LAST added STAT assists.
"('Gibson,Taj', 'pts', '12')"," PLAYER_FIRST PLAYER_LAST had STAT points and eight rebounds, and Robin Lopez added STAT points for the Bulls."
"('Gibson,Taj', 'trb', '8')"," PLAYER_FIRST PLAYER_LAST had STAT rebounds, and Robin Lopez added _STAT_ for the Bulls."
"('Gibson,Taj', 'pts', '12')"," PLAYER_FIRST PLAYER_LAST had STAT points and eight rebounds, and Robin Lopez added STAT points for the Bulls."
"('George,Paul', 'pts', '20')","PLAYER_FIRST PLAYER_LAST and Myles Turner had STAT points apiece to lead the Pacers (1 2), who were coming off a loss at Brooklyn on Friday."
"('Rondo,Rajon', 'fg', '2')","Rondo, who has _STAT_ assists in the STAT games, likely could have racked up a much higher number if he wasn't limited to 25 minutes."
"('Bogdanovic,Bojan', 'pts', '26')","Bogdanovic's STAT points led the Nets, who made just 11 of 35 3 point attempts."
"('Antetokounmpo,Giannis', 'pts', '21')", PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds for Milwaukee.
"('BRK', 'fg3', '11')","Bogdanovic's _STAT_ led the Nets, who made just 11 of 35 3 point attempts."
"('Cunningham,Dante', 'pts', '9')",None of the Pelicans reserves finished in double figures but five had at least four points led by STAT from PLAYER_FIRST Cunningham.
"('Mills,Patty', 'pts', '18')",PLAYER_FIRST PLAYER_LAST scored STAT points starting in place of Parker.
"('Laprovittola,Nicolas', 'pts', '7')","Spurs: San Antonio has STAT new players on its 15 man roster this season, including rookies Dejounte Murray, Bryn Forbes, Nico PLAYER_LAST and Davis Bertans."
"('Davis,Anthony', 'pts', '18')",PLAYER_LAST was held to STAT points after scoring 50 and _STAT_ points in the season's first two games.
"('Ajinca,Alexis', 'fg', '2')",Simmons responded in the final quarter with a thunderous dunk over 7 STAT center PLAYER_FIRST Ajinca.
"('Bertans,Davis', 'pts', '3')","PLAYER_LAST missed his first shot of the season after making his first STAT attempts, including two STAT pointers."
"('Bertans,Davis', 'pts', '3')","PLAYER_LAST missed his first shot of the season after making his first STAT attempts, including two STAT pointers."
"('Leonard,Kawhi', 'pts', '20')",PLAYER_FIRST PLAYER_LAST had STAT points and the Spurs beat the Pelicans 98 79 on Saturday night in their home opener.
"('NOP', 'fg', '32')"," TIP INS Pelicans: Davis played 32 minutes, raising his season total to 113."
"('SAS', 'pts', '98')",Kawhi Leonard had _STAT_ points and the Spurs beat the Pelicans 98 79 on Saturday night in their home opener.
"('Mills,Patty', 'fg3', '4')","PLAYER_LAST was STAT for 7 on 3 pointers, including one at the close of the first half to give San Antonio a 55 45 lead."
"('NOP', 'fg3', '4')",None of the Pelicans reserves finished in double figures but five had at least four led by nine from Dante Cunningham.
"('Aldridge,LaMarcus', 'pts', '12')", PLAYER_FIRST PLAYER_LAST added STAT points along with solid defense against the league's leading scorer.
"('NOP', 'pts', '79')",Kawhi Leonard had _STAT_ points and the Spurs beat the Pelicans 98 79 on Saturday night in their home opener.
"('Simmons,Jonathon', 'pts', '11')",PLAYER_LAST finished with STAT points.
"('Leonard,Kawhi', 'trb', '4')",PLAYER_LAST added STAT rebounds and three assists and was 2 for STAT on 3 pointers.
"('Leonard,Kawhi', 'ast', '3')",PLAYER_LAST added four rebounds and STAT assists and was 2 for 4 on STAT pointers.
"('Leonard,Kawhi', 'fg3', '2')",PLAYER_LAST added four rebounds and three assists and was STAT for 4 on 3 pointers.
"('Leonard,Kawhi', 'trb', '4')",PLAYER_LAST added STAT rebounds and three assists and was 2 for STAT on 3 pointers.
"('Leonard,Kawhi', 'ast', '3')",PLAYER_LAST added four rebounds and STAT assists and was 2 for 4 on STAT pointers.
"('DEN', 'fg3', '6')",The Blazers are 6 1 in their last seven games in Denver.
"('Plumlee,Mason', 'pts', '13')",PLAYER_LAST finished with STAT points.
"('Mudiay,Emmanuel', 'pts', '21')",G PLAYER_FIRST PLAYER_LAST had STAT points.
"('Cousins,DeMarcus', 'pts', '29')",PLAYER_FIRST PLAYER_LAST had STAT points and Rudy Gay added 28 and the Kings defeated the Minnesota Timberwolves 106 103 on Saturday night.
"('Barnes,Matt', 'ft', '1')"," seconds left, Wiggins misfired on a jumper and PLAYER_LAST corralled the rebound and made STAT of two free throws to end the game."
"('Barnes,Matt', 'pts', '12')",PLAYER_LAST had STAT points and nine assists and played tough defense throughout the game.
"('Barnes,Matt', 'ast', '9')",PLAYER_LAST had STAT assists and played tough defense throughout the game.
"('Dieng,Gorgui', 'pts', '14')",Zach Levine had three 3 pointers and _STAT_ points while Karl Anthony Towns had _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT points and 13 rebounds.
"('Dieng,Gorgui', 'trb', '13')",Zach Levine had three 3 pointers and _STAT_ while Karl Anthony Towns had PLAYER_FIRST PLAYER_LAST had STAT rebounds.
"('Gay,Rudy', 'pts', '28')",DeMarcus Cousins had _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT and the Kings defeated the Minnesota Timberwolves 106 103 on Saturday night.
"('MIN', 'pts', '103')",DeMarcus Cousins had _STAT_ points and Rudy Gay added 28 and the Kings defeated the Minnesota Timberwolves 106 103 on Saturday night.
"('LaVine,Zach', 'fg3', '3')",PLAYER_FIRST Levine had STAT STAT pointers and _STAT_ while Karl Anthony Towns had Gorgui Dieng had 13 rebounds.
"('LaVine,Zach', 'fg3', '3')",PLAYER_FIRST Levine had STAT STAT pointers and _STAT_ while Karl Anthony Towns had Gorgui Dieng had 13 rebounds.
"('LaVine,Zach', 'pts', '21')",PLAYER_FIRST Levine had three 3 pointers and STAT points while Karl Anthony Towns had _STAT_ points and Gorgui Dieng had _STAT_ points and 13 rebounds.
"('Wiggins,Andrew', 'fg3', '1')",PLAYER_LAST had the Timberwolves shot 67 percent in leading 34 24 after STAT quarter.
"('Wiggins,Andrew', 'pts', '29')","PLAYER_FIRST PLAYER_LAST scored STAT points for the Timberwolves, who are off to an 0 2 start under new coach Tom Thibodeau."
"('SAC', 'pts', '106')",DeMarcus Cousins had _STAT_ points and Rudy Gay added 28 and the Kings defeated the Minnesota Timberwolves 106 103 on Saturday night.
"('Wiggins,Andrew', 'fg3', '1')"," seconds left, PLAYER_LAST misfired on a jumper and Barnes corralled the rebound and made STAT of two free throws to end the game."
"('Towns,Karl-Anthony', 'pts', '15')",Zach Levine had three 3 pointers and _STAT_ points while Karl Anthony PLAYER_LAST had STAT points and Gorgui Dieng had _STAT_ points and 13 rebounds.
"('UTA', 'fg', '29')","Johnson, who had _STAT_ in his Utah debut, was held to seven on 3 of 9 shooting."
"('UTA', 'fg3', '7')","Johnson, who had _STAT_ in his Utah debut, was held to seven on 3 of 9 shooting."
"('Johnson,Joe', 'fg3', '1')","NBA DEBUT Utah's Joel Bolomboy made his NBA debut with STAT rebound, STAT assist and STAT turnover in four minutes."
"('Johnson,Joe', 'fg3', '1')","NBA DEBUT Utah's Joel Bolomboy made his NBA debut with STAT rebound, STAT assist and STAT turnover in four minutes."
"('Johnson,Joe', 'fg3', '1')","NBA DEBUT Utah's Joel Bolomboy made his NBA debut with STAT rebound, STAT assist and STAT turnover in four minutes."
"('Mbah a Moute,Luc', 'orb', '4')","They had a 14 7 edge on the offensive glass, led by six rebounds from Jordan and STAT from PLAYER_FIRST Mbah a Moute."
"('Mbah a Moute,Luc', 'trb', '4')","They had a 14 7 edge on the offensive glass, led by six rebounds from Jordan and STAT from PLAYER_FIRST Mbah a Moute."
"('Jordan,DeAndre', 'trb', '16')",Jamal Crawford had 12 and PLAYER_FIRST PLAYER_LAST had STAT rebounds despite spraining his right thumb .
"('LAC', 'fg3', '6')"," Rivers scored six of the Clippers' first eight in the fourth, extending their lead to 77 56."
"('Rivers,Austin', 'fg', '8')"," PLAYER_LAST scored six of the Clippers' first STAT in the fourth, extending their lead to 77 56."
"('Crawford,Jamal', 'pts', '12')","PLAYER_FIRST PLAYER_LAST had STAT points, and DeAndre Jordan had _STAT_ rebounds despite spraining his right thumb ."
"('Johnson,Joe', 'pts', '7')","Johnson, who had _STAT_ points in his Utah debut, was held to STAT points on 3 of 9 shooting."
"('Johnson,Joe', 'fg', '3')","Johnson, who had _STAT_ in his Utah debut, was held to seven on STAT of 9 shooting."
"('LAC', 'fg3', '6')","Six different Clippers contributed to the spurt, led by Griffin's seven ."
"('Griffin,Blake', 'fg', '7')","Six different Clippers contributed to the spurt, led by Griffin's STAT ."
"('Bolomboy,Joel', 'fg', '1')","NBA DEBUT Utah's PLAYER_FIRST PLAYER_LAST made his NBA debut with STAT rebound, STAT assist and STAT turnover in four minutes."
"('Bolomboy,Joel', 'fg', '1')","NBA DEBUT Utah's PLAYER_FIRST PLAYER_LAST made his NBA debut with STAT rebound, STAT assist and STAT turnover in four minutes."
"('Bolomboy,Joel', 'fg', '1')","NBA DEBUT Utah's PLAYER_FIRST PLAYER_LAST made his NBA debut with STAT rebound, STAT assist and STAT turnover in four minutes."
"('Jordan,DeAndre', 'pts', '7')","They had a 14 STAT edge on the offensive glass, led by six rebounds from PLAYER_LAST and four from Luc Mbah a Moute."
"('Jordan,DeAndre', 'orb', '6')","They had a 14 7 edge on the offensive glass, led by STAT rebounds from PLAYER_LAST and four from Luc Mbah a Moute."
"('LAC', 'trb', '49')","BOARDING The Clippers controlled the boards, 49 43."
"('Hill,George', 'pts', '18')",PLAYER_FIRST PLAYER_LAST led the Jazz with STAT points and reserve Dante Exum added 10.
"('Johnson,Wesley', 'pts', '3')","Johnson, who had _STAT_ points in his Utah debut, was held to seven points on STAT of 9 shooting."
"('Warren,T.J.', 'pts', '26')","PLAYER_LAST scored STAT points and Eric Bledsoe had 21 for the winless Suns, who took the Thunder into overtime in Oklahoma City on Friday night."
"('Booker,Devin', 'fg3', '1')","PLAYER_LAST had six 30 point games as a teenager, STAT fewer than Durant."
"('PHO', 'fg', '37')",Durant scored 37 Stephen Curry added 28 and the Warriors held off the pesky Suns 106 100 on Sunday.
"('PHO', 'pts', '100')","Durant scored 37 points, Stephen Curry added 28 and the Warriors held off the pesky Suns 106 100 on Sunday."
"('Durant,Kevin', 'pts', '37')","PLAYER_LAST scored STAT points, Stephen Curry added 28 and the Warriors held off the pesky Suns 106 100 on Sunday."
"('PHO', 'pts', '100')","But Phoenix got consecutive driving layups from Bledsoe, Warren and Jared Dudley to cut it to 102 100 with 14.8 seconds remaining."
"('GSW', 'pts', '106')","Durant scored 37 points, Stephen Curry added 28 and the Warriors held off the pesky Suns 106 100 on Sunday."
"('Booker,Devin', 'fg', '3')",PLAYER_LAST was 0 for 6 from the field before sinking a STAT at the shot clock buzzer to tie it at 62.
"('Chandler,Tyson', 'trb', '18')", PLAYER_FIRST PLAYER_LAST grabbed STAT rebounds for Phoenix.
"('Bledsoe,Eric', 'pts', '21')","Warren scored _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT for the winless Suns, who took the Thunder into overtime in Oklahoma City on Friday night."
"('Curry,Stephen', 'pts', '28')","Durant scored 37 points, PLAYER_FIRST PLAYER_LAST added STAT and the Warriors held off the pesky Suns 106 100 on Sunday."
"('Dragic,Goran', 'pts', '25')",PLAYER_FIRST PLAYER_LAST scored STAT points and Justise Winslow added 18 for the Heat.
"('Whiteside,Hassan', 'pts', '27')"," PLAYER_FIRST PLAYER_LAST made his final seven shots and tied a career high with STAT points for Miami, also grabbing 15 rebounds."
"('Whiteside,Hassan', 'trb', '15')"," PLAYER_FIRST PLAYER_LAST made his final seven shots and tied a career high with _STAT_ for Miami, also grabbing STAT rebounds."
"('SAS', 'fg3', '10')",The Spurs have won their last 10 at home against the Jazz.
"('Mills,Patty', 'pts', '18')","PLAYER_FIRST PLAYER_LAST added STAT for San Antonio, who won at Miami for the fifth consecutive time."
"('MIA', 'fg3', '7')","Of those 22, only seven played Sunday    four for the Spurs, three for the Heat."
"('Winslow,Justise', 'pts', '18')",Goran Dragic scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for the Heat.
"('MIA', 'fg3', '7')"," Hassan Whiteside made his final seven shots and tied a career high with _STAT_ for Miami, also grabbing 15 rebounds."
